error,position_x,position_y,time
-0.5364891518737673,-0.4150756299495697,1.2294957637786865,1644363946.960314
-0.5364891518737673,-0.4150756299495697,1.2294957637786865,1644363946.9692895
-0.5364891518737673,-0.4150756299495697,1.2294957637786865,1644363946.9722815
-0.5364891518737673,-0.4147239327430725,1.228088140487671,1644363946.9752715
-0.5450980392156863,-0.4147239327430725,1.228088140487671,1644363946.9792619
-0.5450980392156863,-0.4147239327430725,1.228088140487671,1644363946.987241
-0.5450980392156863,-0.4136606752872467,1.2249327898025513,1644363946.9902341
-0.55859375,-0.4136606752872467,1.2249327898025513,1644363946.9942224
-0.55859375,-0.4136606752872467,1.2249327898025513,1644363947.0002055
-0.55859375,-0.4136606752872467,1.2249327898025513,1644363947.0041945
-0.40384615384615385,-0.410835325717926,1.222601056098938,1644363947.0091813
-0.40384615384615385,-0.410835325717926,1.222601056098938,1644363947.020152
-0.02604166666666663,-0.4061078429222107,1.2201615571975708,1644363947.0251386
-0.02604166666666663,-0.4061078429222107,1.2201615571975708,1644363947.0351126
0.58203125,-0.3970097303390503,1.2155784368515015,1644363947.0410964
0.58203125,-0.38707512617111206,1.2108052968978882,1644363947.0550587
0.91796875,-0.38707512617111206,1.2108052968978882,1644363947.0610428
0.9858870967741935,-0.37699106335639954,1.1976665258407593,1644363947.0889688
0.9858870967741935,-0.37699106335639954,1.1976665258407593,1644363947.0949533
0.8515625,-0.37843120098114014,1.1922271251678467,1644363947.10293
0.23076923076923073,-0.3829902410507202,1.1765069961547852,1644363947.1388347
-0.10886075949367091,-0.3841938078403473,1.1717846393585205,1644363947.1547923
-1.0,-0.3927103579044342,1.1488841772079468,1644363947.2066536
-1.0,-0.3948405086994171,1.1441168785095215,1644363947.217624
-1.0,-0.3948405086994171,1.1441168785095215,1644363947.2206175
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.2256038
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.2275982
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.234579
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.2375708
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2415617
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2445564
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2495396
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2525303
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2565212
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2595131
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2654965
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2684886
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.272477
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.279459
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.2834477
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.2864413
-0.66015625,-0.37078744173049927,1.1118727922439575,1644363947.2944198
-0.66015625,-0.37078744173049927,1.1118727922439575,1644363947.3013997
-0.23076923076923073,-0.362319678068161,1.1065900325775146,1644363947.3053901
